#OTUID	per_tot	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_8775	0.2211586070308632	Eukaryota	Chordata	Actinopteri	Myctophiformes	Myctophidae	Lampanyctus	Lampanyctus tenuiformis
ASV_9006	0.30792917628945343	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Paralichthyidae	Citharichthys	Citharichthys sordidus
ASV_9064	0.2294496849619405	Eukaryota	Chordata	Actinopteri	Myctophiformes	Myctophidae	Stenobrachius	Stenobrachius leucopsarus
ASV_9417	0.15383784950879845	Eukaryota	Chordata	Mammalia	Carnivora	Otariidae	Zalophus	Zalophus californianus
ASV_1593	0.416852761649546	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	Sardinops	Sardinops melanostictus
ASV_144	0.1869718046518585	Eukaryota	Chordata	Actinopteri	Carangiformes	Carangidae	Seriola	Seriola lalandi
ASV_10048	0.46998922941349264	Eukaryota	Chordata	Actinopteri	Myctophiformes	Myctophidae	Stenobrachius	Stenobrachius leucopsarus
ASV_106	0.2599826678221452	Eukaryota	Chordata	Actinopteri	Syngnathiformes	Syngnathidae	Syngnathus	Syngnathus leptorhynchus
ASV_568	0.3290643898968339	Eukaryota	Chordata	Actinopteri	Myctophiformes	Myctophidae	Stenobrachius	Stenobrachius leucopsarus
ASV_10684	0.23650528658875902	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Paralichthyidae	Citharichthys	Citharichthys sordidus
ASV_215	0.12439945092656143	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	unassigned
ASV_10973	0.16556291390728478	Eukaryota	Chordata	Actinopteri	Myctophiformes	Myctophidae	Stenobrachius	Stenobrachius leucopsarus
ASV_12300	63.63636363636363	Eukaryota	Chordata	Actinopteri	Aulopiformes	Paralepididae	Arctozenus	Arctozenus risso
ASV_8	0.02702309435217328	Eukaryota	Chordata	Actinopteri	Argentiniformes	Bathylagidae	Bathylagus	Bathylagus pacificus
ASV_5579	0.20705582543601178	Eukaryota	Chordata	Aves	Procellariiformes	Procellariidae	Puffinus	unassigned
ASV_8099	0.06773655689870779	Eukaryota	Chordata	Actinopteri	Myctophiformes	Myctophidae	Diaphus	Diaphus theta
ASV_2102	0.1278976818545164	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	unassigned
ASV_9348	2.2058823529411766	Eukaryota	Chordata	Mammalia	Cetacea	unassigned	g_	s_
ASV_134	13.218390804597702	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	unassigned
ASV_9619	0.12071589775888311	Eukaryota	Chordata	Actinopteri	Myctophiformes	Myctophidae	Triphoturus	s_
ASV_445	0.18075753841097691	Eukaryota	Chordata	Actinopteri	Myctophiformes	Myctophidae	Stenobrachius	Stenobrachius leucopsarus
ASV_7318	0.1720578114246387	Eukaryota	Chordata	Actinopteri	Myctophiformes	Myctophidae	Lampanyctus	Lampanyctus tenuiformis
ASV_14052	0.14318669954657545	Eukaryota	Chordata	Actinopteri	Myctophiformes	Myctophidae	Lampanyctus	Lampanyctus tenuiformis
ASV_669	0.06434454358270418	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Paralichthyidae	Citharichthys	Citharichthys sordidus
ASV_1200	0.06857456340861295	Eukaryota	Chordata	Actinopteri	Myctophiformes	Myctophidae	Stenobrachius	Stenobrachius leucopsarus
ASV_2129	0.2299555419285605	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	unassigned
ASV_98	0.05939753924480271	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	unassigned
ASV_15971	0.046212246245254995	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	unassigned
ASV_152	0.033868278449353896	Eukaryota	Chordata	Actinopteri	Argentiniformes	Bathylagidae	Pseudobathylagus	Pseudobathylagus milleri
ASV_222	0.04861266920948321	Eukaryota	Chordata	Actinopteri	unknown	Embiotocidae	Brachyistius	Brachyistius frenatus
ASV_16383	0.17665443674412284	Eukaryota	Chordata	Mammalia	Cetacea	unassigned	g_	s_
ASV_3375	0.1011804384485666	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	Sardinops	Sardinops melanostictus
ASV_6747	0.44231478068558794	Eukaryota	Chordata	Chondrichthyes	Lamniformes	Alopiidae	Alopias	Alopias vulpinus
ASV_9765	0.09859502095144194	Eukaryota	Chordata	Actinopteri	Myctophiformes	Myctophidae	g_	s_
ASV_16394	0.03961049678164714	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	unassigned
ASV_16857	0.077780658542909	Eukaryota	Chordata	Mammalia	Cetacea	Physeteridae	Physeter	Physeter catodon
ASV_2593	0.040718119563205625	Eukaryota	Chordata	Actinopteri	Myctophiformes	Myctophidae	Stenobrachius	Stenobrachius leucopsarus
ASV_13309	0.06770897451680413	Eukaryota	Chordata	Actinopteri	Myctophiformes	Myctophidae	Stenobrachius	Stenobrachius leucopsarus
ASV_17374	0.07561696569739465	Eukaryota	Chordata	Mammalia	Cetacea	Ziphiidae	g_	s_
ASV_183	0.04242681374628765	Eukaryota	Chordata	Actinopteri	Perciformes	Hexagrammidae	Ophiodon	Ophiodon elongatus
ASV_244	0.04242681374628765	Eukaryota	Chordata	Actinopteri	Perciformes	Cottidae	Scorpaenichthys	Scorpaenichthys marmoratus
ASV_6380	0.042865103519225	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	unassigned
ASV_18026	0.05329070077271516	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	unassigned
ASV_2774	0.03365492483733453	Eukaryota	Chordata	Actinopteri	Argentiniformes	Bathylagidae	Leuroglossus	Leuroglossus schmidti
ASV_171	0.008314798262207164	Eukaryota	Chordata	Actinopteri	Scombriformes	Scombridae	Sarda	Sarda chiliensis
ASV_192	0.029039618336444722	Eukaryota	Chordata	Actinopteri	Myctophiformes	Myctophidae	Stenobrachius	Stenobrachius leucopsarus
ASV_4554	0.053813038130381304	Eukaryota	Chordata	Chondrichthyes	Chimaeriformes	Chimaeridae	Hydrolagus	Hydrolagus colliei
ASV_11559	0.029039618336444722	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	unassigned
ASV_16851	0.013842198932173226	Eukaryota	Chordata	Actinopteri	Argentiniformes	Bathylagidae	Leuroglossus	s_
ASV_19697	0.052328623757195186	Eukaryota	Chordata	Myxini	Myxiniformes	Myxinidae	Eptatretus	unassigned
ASV_92	6.896551724137931	Eukaryota	Chordata	Actinopteri	Atheriniformes	Atherinopsidae	g_	s_
ASV_199	6.896551724137931	Eukaryota	Chordata	Actinopteri	unknown	Embiotocidae	Embiotoca	Embiotoca jacksoni
ASV_370	0.035919540229885055	Eukaryota	Chordata	Actinopteri	unknown	Embiotocidae	Embiotoca	Embiotoca lateralis
ASV_1157	0.1185302252074279	Eukaryota	Chordata	Actinopteri	Argentiniformes	Bathylagidae	Leuroglossus	Leuroglossus schmidti
ASV_21425	0.07885398869759495	Eukaryota	Chordata	Actinopteri	Argentiniformes	Bathylagidae	Lipolagus	Lipolagus ochotensis
ASV_21783	0.050276520864756154	Eukaryota	Chordata	Mammalia	unassigned	unassigned	g_	s_
ASV_201	10.204081632653061	Eukaryota	Chordata	Actinopteri	Blenniiformes	Clinidae	Gibbonsia	unassigned
ASV_242	0.08203445447087777	Eukaryota	Chordata	Actinopteri	Myctophiformes	Myctophidae	Symbolophorus	Symbolophorus californiensis
ASV_270	0.01495774437214868	Eukaryota	Chordata	Actinopteri	Labriformes	Labridae	Oxyjulis	Oxyjulis californica
ASV_273	0.12077294685990338	Eukaryota	Chordata	Actinopteri	unknown	Embiotocidae	Amphistichus	Amphistichus argenteus
ASV_357	0.04550108065066545	Eukaryota	Chordata	Actinopteri	Aulopiformes	Paralepididae	Lestidiops	s_
ASV_384	0.04550108065066545	Eukaryota	Chordata	Actinopteri	Argentiniformes	Bathylagidae	Pseudobathylagus	Pseudobathylagus milleri
ASV_424	0.015173355587588195	Eukaryota	Chordata	Actinopteri	Perciformes	Zoarcidae	Bothrocara	unassigned
ASV_11279	0.02749707843541624	Eukaryota	Chordata	Actinopteri	Argentiniformes	Bathylagidae	Leuroglossus	Leuroglossus schmidti
ASV_16392	0.02749707843541624	Eukaryota	Chordata	Actinopteri	Myctophiformes	Myctophidae	Lampanyctus	Lampanyctus tenuiformis
ASV_25559	0.02782415136338342	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Paralichthyidae	Citharichthys	Citharichthys sordidus
ASV_115	0.016457293323824677	Eukaryota	Chordata	Actinopteri	Scombriformes	Stromateidae	Peprilus	Peprilus medius
ASV_414	0.03412581048799909	Eukaryota	Chordata	Actinopteri	Perciformes	Hexagrammidae	Oxylebius	Oxylebius pictus
ASV_427	0.8	Eukaryota	Chordata	Actinopteri	Blenniiformes	Clinidae	Gibbonsia	Gibbonsia metzi
ASV_618	0.011380016690691146	Eukaryota	Chordata	Actinopteri	unknown	Embiotocidae	Rhacochilus	Rhacochilus vacca
ASV_735	0.03526922172584058	Eukaryota	Chordata	Actinopteri	Perciformes	Cottidae	Clinocottus	Clinocottus analis
ASV_756	0.06152584085315833	Eukaryota	Chordata	Actinopteri	Myctophiformes	Myctophidae	Symbolophorus	Symbolophorus californiensis
ASV_1061	0.007392804337111878	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	unassigned
ASV_1216	0.004457056262906892	Eukaryota	Chordata	Actinopteri	unknown	Embiotocidae	g_	s_
ASV_2455	0.012868908716540839	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Paralichthyidae	Citharichthys	Citharichthys sordidus
ASV_10220	0.018466083959128403	Eukaryota	Chordata	Actinopteri	Myctophiformes	Myctophidae	g_	s_
ASV_28748	0.04943968358602505	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	unassigned
ASV_641	0.00747887218607434	Eukaryota	Chordata	Actinopteri	Aulopiformes	Paralepididae	Lestidiops	s_
ASV_745	2.1505376344086025	Eukaryota	Chordata	Actinopteri	Perciformes	unassigned	unassigned	unassigned
ASV_754	0.008401949252226516	Eukaryota	Chordata	Actinopteri	Perciformes	Hexagrammidae	Hexagrammos	Hexagrammos decagrammus
ASV_872	0.00903954802259887	Eukaryota	Chordata	Actinopteri	unknown	Embiotocidae	Amphistichus	Amphistichus argenteus
ASV_1029	0.022750540325332726	Eukaryota	Chordata	Actinopteri	Perciformes	Anarhichadidae	Anarrhichthys	Anarrhichthys ocellatus
ASV_1060	1.1494252873563218	Eukaryota	Chordata	Actinopteri	Perciformes	Pholidae	Apodichthys	Apodichthys flavidus
ASV_1344	0.012040214315814821	Eukaryota	Chordata	Actinopteri	Perciformes	Stichaeidae	unassigned	unassigned
ASV_1359	0.01391207568169171	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Paralichthyidae	Citharichthys	Citharichthys sordidus
ASV_1368	0.009730466089325679	Eukaryota	Chordata	Actinopteri	unknown	Embiotocidae	unassigned	unassigned
ASV_1546	0.01391207568169171	Eukaryota	Chordata	Actinopteri	Stomiiformes	Stomiidae	Idiacanthus	Idiacanthus antrostomus
ASV_1606	5.714285714285714	Eukaryota	Chordata	Actinopteri	Perciformes	Cottidae	Synchirus	Synchirus gilli
ASV_2111	0.018037518037518036	Eukaryota	Chordata	Actinopteri	Perciformes	Stichaeidae	Xiphister	unassigned
ASV_3118	0.006270575325286095	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Pleuronectidae	Pleuronichthys	Pleuronichthys decurrens
ASV_13089	0.017205781142463867	Eukaryota	Chordata	Actinopteri	unassigned	unassigned	g_	s_
ASV_169	0.0048652330446628395	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	unassigned
ASV_584	0.021473051320592657	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Paralichthyidae	Paralichthys	s_
ASV_792	1.8867924528301887	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	unassigned
ASV_804	0.26666666666666666	Eukaryota	Chordata	Actinopteri	Perciformes	Stichaeidae	unassigned	unassigned
ASV_1135	1.0752688172043012	Eukaryota	Chordata	Actinopteri	unknown	Embiotocidae	unassigned	unassigned
ASV_1140	0.009791442279447763	Eukaryota	Chordata	Actinopteri	Myctophiformes	Myctophidae	Stenobrachius	Stenobrachius leucopsarus
ASV_1332	0.011375270162666363	Eukaryota	Chordata	Actinopteri	Perciformes	Cottidae	Clinocottus	Clinocottus globiceps
ASV_1406	0.011375270162666363	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	Sardinops	Sardinops melanostictus
ASV_1531	0.004242681374628765	Eukaryota	Chordata	Actinopteri	Perciformes	Stichaeidae	Xiphister	unassigned
ASV_1830	0.26666666666666666	Eukaryota	Chordata	Actinopteri	Perciformes	Aulorhynchidae	Aulorhynchus	Aulorhynchus flavidus
ASV_1946	1.0752688172043012	Eukaryota	Chordata	Actinopteri	Perciformes	Liparidae	Liparis <bony fishes>	Liparis mucosus
ASV_1957	0.009018759018759018	Eukaryota	Chordata	Actinopteri	Blenniiformes	Clinidae	Gibbonsia	Gibbonsia metzi
ASV_1986	0.007443799315170463	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Paralichthyidae	Citharichthys	unassigned
ASV_2125	0.009018759018759018	Eukaryota	Chordata	Actinopteri	Perciformes	Cottidae	g_	s_
ASV_2133	0.009887284951552304	Eukaryota	Chordata	Actinopteri	Myctophiformes	Myctophidae	Tarletonbeania	unassigned
ASV_2135	0.26666666666666666	Eukaryota	Chordata	Actinopteri	unknown	Embiotocidae	Amphistichus	Amphistichus argenteus
ASV_2263	0.004955892556249381	Eukaryota	Chordata	Actinopteri	Argentiniformes	Bathylagidae	Pseudobathylagus	Pseudobathylagus milleri
ASV_2336	4.545454545454546	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	unassigned
ASV_2478	0.011375270162666363	Eukaryota	Chordata	Actinopteri	Perciformes	Hexagrammidae	Oxylebius	Oxylebius pictus
ASV_2512	0.009018759018759018	Eukaryota	Chordata	Actinopteri	Perciformes	Cottidae	Orthonopias	Orthonopias triacis
ASV_2643	0.004519774011299435	Eukaryota	Chordata	Actinopteri	Blenniiformes	Gobiesocidae	Gobiesox	Gobiesox maeandricus
ASV_2739	2.7027027027027026	Eukaryota	Chordata	Actinopteri	Myctophiformes	Myctophidae	Tarletonbeania	Tarletonbeania crenularis
ASV_2822	0.26666666666666666	Eukaryota	Chordata	Actinopteri	Perciformes	Cottidae	Scorpaenichthys	Scorpaenichthys marmoratus
ASV_2998	0.0048652330446628395	Eukaryota	Chordata	Actinopteri	Perciformes	Stichaeidae	Anoplarchus	unassigned
ASV_3353	0.004519774011299435	Eukaryota	Chordata	Actinopteri	Blenniiformes	Clinidae	Gibbonsia	Gibbonsia metzi
ASV_3563	1.0752688172043012	Eukaryota	Chordata	Actinopteri	Perciformes	Pholidae	Apodichthys	Apodichthys flavidus
ASV_3587	0.020508613617719443	Eukaryota	Chordata	Actinopteri	Gobiiformes	Gobiidae	g_	s_
ASV_3633	0.04194630872483222	Eukaryota	Chordata	Actinopteri	Perciformes	Stichaeidae	Anoplarchus	unassigned
ASV_3715	0.7518796992481203	Eukaryota	Chordata	Actinopteri	Perciformes	Cottidae	g_	s_
ASV_3903	0.004242681374628765	Eukaryota	Chordata	Actinopteri	unknown	Embiotocidae	Embiotoca	Embiotoca jacksoni
ASV_4108	2.0408163265306123	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Paralichthyidae	Citharichthys	unassigned
ASV_4123	0.00373943609303717	Eukaryota	Chordata	Actinopteri	Perciformes	Liparidae	Liparis <bony fishes>	Liparis florae
ASV_4447	0.0048652330446628395	Eukaryota	Chordata	Actinopteri	Perciformes	Pholidae	unassigned	s_
ASV_4474	0.5747126436781609	Eukaryota	Chordata	Actinopteri	unknown	Embiotocidae	Brachyistius	Brachyistius frenatus
ASV_4599	0.0014856854209689642	Eukaryota	Chordata	Actinopteri	Gobiiformes	Gobiidae	g_	s_
ASV_5754	0.002464268112370626	Eukaryota	Chordata	Actinopteri	Gobiiformes	Gobiidae	Lepidogobius	Lepidogobius lepidus
ASV_8146	0.004242681374628765	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	unassigned
ASV_9166	1.8867924528301887	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Paralichthyidae	Citharichthys	Citharichthys stigmaeus
ASV_41315	0.010574177857671566	Eukaryota	Chordata	Actinopteri	Argentiniformes	Bathylagidae	Lipolagus	s_
ASV_41333	2.0408163265306123	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Paralichthyidae	Citharichthys	s_
ASV_41335	0.014297969688304261	Eukaryota	Chordata	Actinopteri	Argentiniformes	Bathylagidae	Leuroglossus	Leuroglossus schmidti
ASV_41341	0.010574177857671566	Eukaryota	Chordata	Actinopteri	Argentiniformes	Bathylagidae	Lipolagus	s_
